PlayerSeasonID,Season,PlayerID,Name,WorldGolfRank,WorldGolfRankLastWeek,Events,AveragePoints,TotalPoints,PointsLost,PointsGained
9601,2024,40001274,Scottie Scheffler,2.0,2.0,55,20.5,862.9,0.0,0.0
9606,2024,40001638,Xander Schauffele,3.0,3.0,57,12.1,522.5,0.0,0.0
9602,2024,40000965,Rory McIlroy,5.0,5.0,62,10.1,475.0,0.0,0.0
9613,2024,40002471,Collin Morikawa,7.0,7.0,58,9.4,313.7,0.0,0.0
9629,2024,40003252,Ludvig Aberg,9.0,9.0,51,9.2,280.1,0.0,0.0
9646,2024,40000017,Hideki Matsuyama,10.0,10.0,59,8.2,279.9,0.0,0.0
9610,2024,40002651,Wyndham Clark,12.0,12.0,61,8.0,281.5,0.0,0.0
9604,2024,40003218,Viktor Hovland,11.0,11.0,53,7.5,228.8,0.0,0.0
9614,2024,40000432,Tommy Fleetwood,12.0,12.0,68,6.6,259.7,0.0,0.0
9755,2024,40000322,Bryson DeChambeau,13.0,13.0,12,6.5,198.6,0.0,0.0
9605,2024,40000216,Patrick Cantlay,14.0,14.0,50,6.1,185.4,0.0,0.0
9616,2024,40000152,Keegan Bradley,16.0,16.0,59,6.1,208.0,0.0,0.0
9632,2024,40002486,Sahith Theegala,17.0,17.0,67,6.1,235.3,0.0,0.0
9656,2024,40002950,Robert MacIntyre,18.0,18.0,78,5.8,231.1,0.0,0.0
9612,2024,40000596,Tyrrell Hatton,20.0,20.0,49,5.7,174.4,0.0,0.0
9663,2024,40000016,Billy Horschel,21.0,21.0,66,5.7,217.9,0.0,0.0
9624,2024,40000615,Russell Henley,22.0,22.0,54,5.6,174.5,0.0,0.0
9644,2024,40000010,Adam Scott,24.0,24.0,63,5.2,191.2,0.0,0.0
9626,2024,40001434,Justin Thomas,25.0,26.0,57,5.0,164.2,0.0,0.0
9621,2024,40000194,Sam Burns,26.0,25.0,59,5.0,171.4,0.0,0.0
9611,2024,40004287,Joo-Hyung Kim,28.0,28.0,71,5.0,197.9,0.0,0.0
9664,2024,40002578,Aaron Rai,29.0,29.0,75,5.0,196.0,0.0,0.0
9627,2024,40002605,Sung-Jae Im,30.0,32.0,75,4.8,188.4,0.0,0.0
9660,2024,40000045,Byeong-Hun An,32.0,33.0,62,4.7,168.4,0.0,0.0
9603,2024,40001199,Jon Rahm,33.0,30.0,38,4.7,143.3,0.0,0.0
9620,2024,40000423,Tony Finau,34.0,34.0,59,4.6,156.7,0.0,0.0
9639,2024,40000890,Shane Lowry,36.0,36.0,66,4.5,173.1,0.0,0.0
9609,2024,40000585,Brian Harman,37.0,37.0,67,4.5,174.1,0.0,0.0
9710,2024,40003519,Akshay Bhatia,38.0,38.0,72,4.4,175.4,0.0,0.0
9784,2024,40000977,Maverick McNealy,40.0,40.0,55,4.3,137.4,0.0,0.0
9693,2024,40002576,Matthieu Pavon,41.0,41.0,72,4.2,167.7,0.0,0.0
10602,2024,40004698,Nick Dunlap,42.0,42.0,34,4.2,126.5,0.0,0.0
9643,2024,40001971,JT Poston,43.0,43.0,67,4.0,154.4,0.0,0.0
9785,2024,40002648,Max Greyserman,45.0,46.0,65,4.0,147.2,0.0,0.0
9694,2024,40003612,Austin Eckroat,46.0,45.0,67,3.9,153.1,0.0,0.0
9618,2024,40002785,Sepp Straka,47.0,47.0,71,3.9,153.2,0.0,0.0
9685,2024,40003220,Rasmus Hojgaard,49.0,51.0,62,3.8,137.4,0.0,0.0
9619,2024,40000314,Jason Day,50.0,49.0,55,3.8,122.4,0.0,0.0
9622,2024,40003609,Cameron Young,51.0,50.0,62,3.8,136.7,0.0,0.0
9635,2024,40000270,Corey Conners,53.0,54.0,61,3.8,132.1,0.0,0.0
9607,2024,40000638,Max Homa,54.0,53.0,61,3.7,131.4,0.0,0.0
9717,2024,40003769,Davis Thompson,55.0,57.0,66,3.7,142.2,0.0,0.0
9608,2024,40000430,Matt Fitzpatrick,57.0,55.0,66,3.7,141.6,0.0,0.0
9634,2024,40000946,Denny McCarthy,58.0,58.0,61,3.7,128.9,0.0,0.0
9681,2024,40002899,Thriston Lawrence,59.0,59.0,83,3.6,140.7,0.0,0.0
10030,2024,40005036,Matthew McCarty,61.0,62.0,71,3.5,138.8,0.0,0.0
9636,2024,40000013,Justin Rose,62.0,61.0,61,3.5,122.3,0.0,0.0
9702,2024,40001132,Taylor Pendrith,63.0,63.0,68,3.5,137.9,0.0,0.0
9633,2024,40002925,Min Woo Lee,65.0,65.0,65,3.4,128.3,0.0,0.0
9630,2024,40000509,Lucas Glover,66.0,66.0,71,3.4,133.6,0.0,0.0
9642,2024,40002474,Cam Davis,67.0,68.0,68,3.3,132.0,0.0,0.0
9652,2024,40000011,Chris Kirk,68.0,67.0,61,3.3,116.7,0.0,0.0
9701,2024,40000695,Stephan Jaeger,70.0,70.0,68,3.3,131.7,0.0,0.0
9655,2024,40001064,Alexander Noren,71.0,71.0,65,3.3,122.5,0.0,0.0
9704,2024,40002583,Christiaan Bezuidenhout,72.0,72.0,72,3.2,128.4,0.0,0.0
9666,2024,40000659,Mackenzie Hughes,74.0,74.0,68,3.2,125.2,0.0,0.0
9641,2024,40002026,Eric Cole,75.0,75.0,83,3.1,124.3,0.0,0.0
9650,2024,40003193,Nicolai Hojgaard,76.0,76.0,72,3.1,121.0,0.0,0.0
9649,2024,40000561,Adam Hadwin,78.0,78.0,62,3.0,106.7,0.0,0.0
9647,2024,40000764,Si Woo Kim,79.0,79.0,67,2.9,114.1,0.0,0.0
9667,2024,40002569,Matt Wallace,80.0,80.0,80,2.9,115.4,0.0,0.0
9690,2024,40002573,Thomas Detry,82.0,82.0,71,2.9,114.8,0.0,0.0
9638,2024,40001620,Will Zalatoris,83.0,83.0,40,2.9,87.3,0.0,0.0
9851,2024,40003151,Kevin Yu,84.0,88.0,58,2.9,95.8,0.0,0.0
9696,2024,40002343,Ben Griffin,86.0,86.0,83,2.8,111.6,0.0,0.0
9680,2024,40001089,Thorbjorn Olesen,87.0,84.0,70,2.8,111.6,0.0,0.0
9661,2024,40000634,Tom Hoge,88.0,87.0,75,2.8,110.2,0.0,0.0
9988,2024,40003315,Nicolas Echavarria,90.0,92.0,74,2.8,109.6,0.0,0.0
9615,2024,40000004,Jordan Spieth,91.0,90.0,58,2.7,91.4,0.0,0.0
9651,2024,40001424,Nick Taylor,92.0,91.0,66,2.7,103.3,0.0,0.0
9631,2024,40002249,Kurt Kitayama,94.0,94.0,57,2.7,88.1,0.0,0.0
9665,2024,40002644,Joaquin Niemann,95.0,95.0,24,2.7,81.8,0.0,0.0
9640,2024,40000387,Harris English,96.0,96.0,63,2.6,95.0,0.0,0.0
9623,2024,40000003,Rickie Fowler,97.0,97.0,61,2.6,89.7,0.0,0.0
9687,2024,40002547,Erik Van Rooyen,99.0,99.0,75,2.5,100.0,0.0,0.0
9727,2024,40000810,Romain Langasque,100.0,100.0,78,2.5,98.6,0.0,0.0
10060,2024,40001495,Jhonattan Vegas,101.0,101.0,42,2.5,75.5,0.0,0.0
9670,2024,40002711,Victor Perez,103.0,103.0,67,2.4,94.2,0.0,0.0
9625,2024,40001333,Cameron Smith,104.0,105.0,22,2.4,73.7,0.0,0.0
9679,2024,40000647,Beau Hossler,105.0,107.0,71,2.4,95.6,0.0,0.0
9653,2024,40002348,Taylor Moore,107.0,104.0,67,2.4,93.4,0.0,0.0
10162,2024,40003541,Max McGreevy,108.0,108.0,79,2.3,92.5,0.0,0.0
9673,2024,40002515,Jordan L. Smith,109.0,111.0,74,2.2,88.9,0.0,0.0
9628,2024,40000448,Ryan Fox,111.0,109.0,70,2.2,88.9,0.0,0.0
9774,2024,40000775,Jake Knapp,112.0,113.0,62,2.2,79.1,0.0,0.0
9637,2024,40000540,Emiliano Grillo,113.0,112.0,67,2.2,85.7,0.0,0.0
10729,2024,40005952,Luke Clanton,115.0,119.0,11,2.2,65.7,0.0,0.0
9951,2024,40000917,Matteo Manassero,116.0,117.0,72,2.2,85.1,0.0,0.0
9659,2024,40003242,Lee Hodges,117.0,116.0,71,2.2,84.9,0.0,0.0
9617,2024,40000007,Brooks Koepka,119.0,115.0,16,2.1,65.3,0.0,0.0
9695,2024,40001232,Patrick Rodgers,120.0,120.0,74,2.1,84.3,0.0,0.0
9801,2024,40003037,Doug Ghim,121.0,122.0,71,2.1,84.0,0.0,0.0
9923,2024,40002773,Niklas Norgaard Moller,122.0,121.0,74,2.1,84.0,0.0,0.0
10127,2024,40004738,Rasmus Neergaard-Petersen,124.0,124.0,55,2.1,67.2,0.0,0.0
9830,2024,40001522,Paul Waring,125.0,128.0,67,2.1,80.8,0.0,0.0
9676,2024,40004833,Ryo Hisatsune,126.0,126.0,86,2.1,82.1,0.0,0.0
9675,2024,40001680,Keith Mitchell,128.0,125.0,67,2.1,80.4,0.0,0.0
9828,2024,40003465,Vince Whaley,129.0,129.0,55,2.0,65.6,0.0,0.0
10099,2024,40001123,John Parry,130.0,134.0,71,2.0,80.8,0.0,0.0
9698,2024,40000657,Mark Hubbard,132.0,130.0,80,2.0,80.6,0.0,0.0
9839,2024,40005631,David Puig,133.0,132.0,29,2.0,62.0,0.0,0.0
9708,2024,40000210,Jorge Campillo,134.0,137.0,84,2.0,80.3,0.0,0.0
9728,2024,40003650,Matthias Schmid,136.0,136.0,87,2.0,80.3,0.0,0.0
9657,2024,40001447,Brendon Todd,137.0,133.0,68,2.0,79.6,0.0,0.0
9875,2024,40000772,Patton Kizzire,138.0,138.0,67,2.0,77.7,0.0,0.0
9882,2024,40004334,Jesper Svensson,140.0,140.0,71,2.0,79.1,0.0,0.0
9772,2024,40001109,Cheng Tsung Pan,141.0,142.0,49,2.0,59.9,0.0,0.0
9757,2024,40003725,Harry Hall,142.0,144.0,70,2.0,77.8,0.0,0.0
9645,2024,40001686,Adam Schenk,144.0,141.0,79,2.0,77.5,0.0,0.0
9762,2024,40003147,Tom McKibbin,145.0,145.0,74,1.9,76.6,0.0,0.0
9818,2024,40000887,Justin Lower,146.0,146.0,78,1.9,76.3,0.0,0.0
9854,2024,40005256,Kensei Hirata,148.0,150.0,71,1.9,75.0,0.0,0.0
9740,2024,40001224,Davis Riley,149.0,148.0,68,1.9,75.0,0.0,0.0
9748,2024,40002741,Rico Hoey,149.0,149.0,71,1.9,75.0,0.0,0.0
9672,2024,40001861,Dean Burmester,151.0,151.0,25,1.9,57.6,0.0,0.0
9871,2024,40003655,Patrick Fishburn,153.0,154.0,67,1.9,73.1,0.0,0.0
9688,2024,40003373,Keita Nakajima,154.0,153.0,63,1.9,68.6,0.0,0.0
9761,2024,40000546,Julien Guerrier,155.0,157.0,68,1.9,74.2,0.0,0.0
9691,2024,40001353,J.J. Spaun,157.0,155.0,68,1.9,73.8,0.0,0.0
9812,2024,40003285,Matthew Jordan,158.0,158.0,70,1.8,73.1,0.0,0.0
9686,2024,40000869,Luke List,159.0,159.0,70,1.8,72.3,0.0,0.0
9654,2024,40000014,Matt Kuchar,161.0,161.0,66,1.8,69.2,0.0,0.0
9889,2024,40002911,Andrew Novak,162.0,162.0,68,1.8,71.6,0.0,0.0
10011,2024,40002536,Shaun Norris,163.0,166.0,78,1.8,71.2,0.0,0.0
9775,2024,40000215,Laurie Canter,165.0,165.0,40,1.8,54.5,0.0,0.0
10205,2024,40000115,Daniel Berger,166.0,171.0,34,1.8,54.4,0.0,0.0
9995,2024,40002587,Johannes Veerman,167.0,170.0,67,1.8,69.2,0.0,0.0
9674,2024,40000002,Patrick Reed,169.0,163.0,25,1.8,54.2,0.0,0.0
9742,2024,40002360,Sebastian Söderberg,170.0,167.0,65,1.8,66.1,0.0,0.0
9899,2024,40000632,Charley Hoffman,171.0,169.0,62,1.8,63.3,0.0,0.0
9682,2024,40001685,Seamus Power,173.0,174.0,66,1.8,67.1,0.0,0.0
9838,2024,40000915,Peter Malnati,174.0,175.0,78,1.8,69.4,0.0,0.0
10079,2024,40002200,John Catlin,175.0,178.0,68,1.8,69.4,0.0,0.0
9716,2024,40000783,Ben Kohles,176.0,176.0,68,1.7,69.1,0.0,0.0
9648,2024,40002818,Adrian Meronk,178.0,173.0,50,1.7,53.0,0.0,0.0
10046,2024,40005759,Yubin Jang,179.0,179.0,50,1.7,52.8,0.0,0.0
9658,2024,40001414,Adam Svensson,180.0,180.0,79,1.7,67.8,0.0,0.0
9844,2024,40002617,Ben Campbell,182.0,183.0,41,1.7,51.8,0.0,0.0
9715,2024,40002913,Takumi Kanaya,183.0,182.0,70,1.7,67.3,0.0,0.0
10174,2024,40001476,Peter Uihlein,184.0,187.0,22,1.7,51.5,0.0,0.0
9737,2024,40003116,Ewen Ferguson,186.0,184.0,74,1.7,66.5,0.0,0.0
9731,2024,40004729,Sam Stevens,187.0,186.0,76,1.7,66.2,0.0,0.0
9837,2024,40002829,Guido Migliozzi,188.0,188.0,68,1.7,65.9,0.0,0.0
9726,2024,40002744,Antoine Rozner,190.0,191.0,70,1.6,64.4,0.0,0.0
9819,2024,40004329,Carson Young,191.0,194.0,74,1.6,64.2,0.0,0.0
9662,2024,40001189,Andrew Putnam,192.0,190.0,68,1.6,64.0,0.0,0.0
9689,2024,40002721,Rikuya Hoshino,194.0,192.0,67,1.6,62.7,0.0,0.0
9958,2024,40001864,Frankie Capan,195.0,195.0,65,1.6,58.9,0.0,0.0
9849,2024,40003717,Chandler Phillips,196.0,196.0,66,1.6,59.6,0.0,0.0
9898,2024,40004527,Mac Meissner,198.0,198.0,63,1.6,57.1,0.0,0.0
9781,2024,40000868,David Lipsky,199.0,199.0,71,1.5,60.7,0.0,0.0
9955,2024,40003253,Tim Widing,200.0,202.0,65,1.5,56.4,0.0,0.0
9759,2024,40001309,Benjamin Silverman,202.0,200.0,58,1.5,50.5,0.0,0.0
9794,2024,40004911,Daniel Brown,203.0,204.0,72,1.5,59.4,0.0,0.0
9725,2024,40000763,Michael Kim,204.0,203.0,70,1.5,59.2,0.0,0.0
9724,2024,40002636,Chan Kim,205.0,205.0,68,1.5,58.9,0.0,0.0
9678,2024,40000836,Kyoung-Hoon Lee,207.0,207.0,76,1.5,58.8,0.0,0.0
9915,2024,40003578,Frederic Lacroix,208.0,208.0,67,1.5,57.1,0.0,0.0
10628,2024,40002670,Joe Dean,209.0,212.0,32,1.5,44.6,0.0,0.0
10194,2024,40005038,Steven Fisk,211.0,211.0,63,1.5,53.4,0.0,0.0
9707,2024,40003478,Sami Valimaki,212.0,209.0,70,1.5,57.7,0.0,0.0
9824,2024,40004823,Joe Highsmith,213.0,213.0,61,1.4,50.7,0.0,0.0
9894,2024,40004675,Taylor Dickson,215.0,215.0,65,1.4,53.6,0.0,0.0
9719,2024,40003219,Alex Fitzpatrick,216.0,216.0,72,1.4,56.3,0.0,0.0
9749,2024,40005310,Dan Bradbury,217.0,217.0,74,1.4,55.7,0.0,0.0
9962,2024,40000211,Rafael Campos,219.0,221.0,71,1.4,54.6,0.0,0.0
9699,2024,40000129,Zac Blair,220.0,219.0,65,1.4,51.4,0.0,0.0
10199,2024,40005227,William Mouw,221.0,220.0,46,1.4,41.8,0.0,0.0
10021,2024,40002004,Harry Higgs,223.0,223.0,66,1.4,52.1,0.0,0.0
9974,2024,40005452,Yuta Sugiura,224.0,224.0,41,1.4,41.6,0.0,0.0
10031,2024,40003056,Angel Hidalgo,225.0,225.0,78,1.4,53.6,0.0,0.0
9705,2024,40002367,Adrián Otaegui,227.0,227.0,78,1.3,52.3,0.0,0.0
9700,2024,40003920,Yannik Paul,228.0,228.0,75,1.3,52.0,0.0,0.0
9751,2024,40001308,Marcel Siem,229.0,229.0,62,1.3,46.4,0.0,0.0
9706,2024,40003764,Alejandro Tosti,229.0,230.0,71,1.3,51.3,0.0,0.0
10145,2024,40003751,David Ravetto,232.0,232.0,75,1.3,51.0,0.0,0.0
10202,2024,40003594,Michael Thorbjornsen,233.0,234.0,22,1.3,39.1,0.0,0.0
9872,2024,40000385,Nacho Elvira,234.0,233.0,75,1.3,50.6,0.0,0.0
9683,2024,40002645,Alex Smalley,236.0,236.0,72,1.3,50.3,0.0,0.0
10081,2024,40002335,Hayden Springer,237.0,237.0,50,1.3,38.7,0.0,0.0
10115,2024,40003862,Thomas Rosenmuller,238.0,240.0,65,1.2,47.1,0.0,0.0
9730,2024,40003586,Seong-Hyeon Kim,240.0,238.0,83,1.2,49.9,0.0,0.0
9883,2024,40001065,Henrik Norlander,241.0,241.0,66,1.2,46.7,0.0,0.0
9800,2024,40002910,Greyson Sigg,242.0,245.0,72,1.2,48.4,0.0,0.0
10009,2024,40004871,Sam Bairstow,244.0,246.0,75,1.2,48.3,0.0,0.0
9787,2024,40000817,Nate Lashley,245.0,244.0,70,1.2,48.2,0.0,0.0
10672,2024,40005438,Angel Ayora Fanegas,246.0,249.0,46,1.2,37.0,0.0,0.0
9677,2024,40002491,Alexander Björk,248.0,242.0,59,1.2,41.3,0.0,0.0
9798,2024,40005133,Jacob Bridgeman,249.0,248.0,67,1.2,46.8,0.0,0.0
9892,2024,40001402,Andy Sullivan,250.0,252.0,80,1.2,47.2,0.0,0.0
9817,2024,40005060,Christopher Gotterup,252.0,250.0,67,1.2,46.2,0.0,0.0
9782,2024,40000686,Ryo Ishikawa,252.0,255.0,62,1.2,42.5,0.0,0.0
9795,2024,40002429,Shugo Imahira,254.0,258.0,62,1.2,42.5,0.0,0.0
9736,2024,40002666,Connor Syme,255.0,255.0,74,1.2,46.8,0.0,0.0
9735,2024,40000441,Grant Forrest,257.0,254.0,66,1.2,44.9,0.0,0.0
9723,2024,40004700,Pierceson Coody,258.0,259.0,72,1.2,46.7,0.0,0.0
10276,2024,40000205,Brian Campbell,259.0,261.0,65,1.2,43.8,0.0,0.0
9668,2024,40002752,Lucas Herbert,261.0,253.0,41,1.2,35.6,0.0,0.0
9729,2024,40001092,Louis Oosthuizen,262.0,262.0,17,1.2,35.5,0.0,0.0
9692,2024,40001594,Gary Woodland,263.0,262.0,58,1.1,38.8,0.0,0.0
10072,2024,40000482,Brice Garnett,265.0,265.0,55,1.1,37.0,0.0,0.0
10240,2024,40000266,Nicolas Colsaerts,266.0,266.0,55,1.1,36.9,0.0,0.0
10515,2024,40004384,Elvis Smylie,267.0,270.0,40,1.1,34.9,0.0,0.0
10430,2024,40004896,Robin Williams,269.0,267.0,78,1.1,45.3,0.0,0.0
9809,2024,40005233,Adrien Dumont De Chassart,270.0,269.0,54,1.1,35.3,0.0,0.0
9803,2024,40005232,Ryan Gerard,271.0,271.0,70,1.1,44.5,0.0,0.0
9703,2024,40001870,Sam Ryder,273.0,273.0,72,1.1,44.3,0.0,0.0
9944,2024,40002760,Ugo Coussaud,274.0,274.0,72,1.1,44.3,0.0,0.0
10092,2024,40003690,Takahiro Hataji,275.0,277.0,66,1.1,42.4,0.0,0.0
9855,2024,40001324,David Skinns,277.0,275.0,62,1.1,39.6,0.0,0.0
9773,2024,40002557,Jeff Winther,278.0,278.0,66,1.1,41.9,0.0,0.0
10149,2024,40001560,Bernd Wiesberger,279.0,282.0,37,1.1,33.0,0.0,0.0
10734,2024,40006004,John Keefer,281.0,283.0,14,1.1,33.0,0.0,0.0
9739,2024,40003614,Daniel Hillier,282.0,279.0,72,1.1,42.8,0.0,0.0
9791,2024,40002607,Shubhankar Sharma,283.0,279.0,68,1.1,42.8,0.0,0.0
9919,2024,40000839,Richard T. Lee,284.0,286.0,72,1.1,42.7,0.0,0.0
10608,2024,40005299,Aldrich Potgieter,286.0,288.0,46,1.1,32.8,0.0,0.0
9771,2024,40003653,Richard Mansell,287.0,284.0,70,1.1,42.6,0.0,0.0
10302,2024,40001666,Wesley Bryan,288.0,292.0,47,1.1,32.6,0.0,0.0
10012,2024,40003581,Lee Chieh-Po,290.0,294.0,50,1.1,32.6,0.0,0.0
9745,2024,40001390,Kevin Streelman,291.0,290.0,63,1.1,38.9,0.0,0.0
9718,2024,40000893,Joost Luiten,292.0,287.0,68,1.1,42.1,0.0,0.0
9940,2024,40003367,David Micheluzzi,294.0,295.0,63,1.1,38.8,0.0,0.0
9879,2024,40003065,Cristobal Del Solar,295.0,296.0,71,1.1,41.8,0.0,0.0
9684,2024,40003667,Taylor Montgomery,296.0,291.0,58,1.0,35.3,0.0,0.0
10213,2024,40003589,Suteepat Prateeptienchai,298.0,311.0,66,1.0,39.8,0.0,0.0
10718,2024,40005865,Neal Shipley,299.0,298.0,20,1.0,31.8,0.0,0.0
9935,2024,40002579,Adrien Saddier,300.0,300.0,65,1.0,38.9,0.0,0.0
10287,2024,40003665,Alistair Docherty,302.0,302.0,63,1.0,38.0,0.0,0.0
10311,2024,40005250,Hamish Brown,303.0,304.0,57,1.0,34.0,0.0,0.0
9908,2024,40005078,Jackson Suber,304.0,299.0,59,1.0,35.5,0.0,0.0
10075,2024,40004304,Kevin Roy,306.0,303.0,70,1.0,41.0,0.0,0.0
9808,2024,40002924,Sean Crocker,307.0,307.0,67,1.0,40.0,0.0,0.0
9831,2024,40002678,Trace Crowe,308.0,304.0,62,1.0,36.8,0.0,0.0
9876,2024,40004876,Yuto Katsuragawa,309.0,308.0,65,1.0,38.3,0.0,0.0
9741,2024,40002371,Zander Lombard,311.0,309.0,63,1.0,36.8,0.0,0.0
9767,2024,40000302,Joel Dahmen,312.0,313.0,68,1.0,39.7,0.0,0.0
10726,2024,40005697,Frederik Kjettrup,313.0,316.0,17,1.0,30.5,0.0,0.0
9711,2024,40005292,Taiga Semikawa,315.0,315.0,76,1.0,39.5,0.0,0.0
9671,2024,40003684,Vincent Norrman,316.0,312.0,63,1.0,36.4,0.0,0.0
9783,2024,40003225,Yechun Yuan,317.0,317.0,68,1.0,39.3,0.0,0.0
